CompanyID,CompanyShortName,CompanyName,CompanyRomajiName,OrderParentFolder,OrderFolderPath,CadFolderPath,CompanyAddress,CompanyTEL,CompanyFAX,CompanyNotes,UpdatedAt,UpdatedBy
407,KYR,共立エーティーエス秋田,,か行,#\\server\ysd-folder\新一般注文書\か行\き　共立エーティーエス 秋田#,,,,,,,
408,KRB2,共立物産,,か行,#\\server\ysd-folder\新一般注文書\か行\き　共立物産#,,,,,,,
409,KTH,北原商事,,か行,#\\server\ysd-folder\新一般注文書\か行\き　北原商事#,,,,,,,
410,KYW02,協和化成工業,,か行,#\\server\ysd-folder\新一般注文書\か行\き　協和化成工業#,,,,,,,
411,KWS4,協和商工,,か行,#\\server\ysd-folder\新一般注文書\か行\き　協和商工#,,,,,,,
412,KYW3,協和工業,,か行,#\\server\ysd-folder\新一般注文書\か行\き　協和工業#,,,,,,,
413,KYW01,協和紙工業,,か行,#\\server\ysd-folder\新一般注文書\か行\き　協和紙工業#,,,,,,,
414,KWD,協和電材,,か行,#\\server\ysd-folder\新一般注文書\か行\き　協和電材#,,,,,,,
415,KEB,協栄鋲工,,か行,#\\server\ysd-folder\新一般注文書\か行\き　協栄鋲工#,,,,,,,
416,KYR2,協立化成,,か行,#\\server\ysd-folder\新一般注文書\か行\き　協立化成#,,,,,,,
417,KYR5,協立機械本社,,か行,#\\server\ysd-folder\新一般注文書\か行\き　協立機械　本社#,,,,,,,
418,KYR3,協立機械菊川工場,,か行,#\\server\ysd-folder\新一般注文書\か行\き　協立機械　菊川工場#,,,,,,,
419,KYP,旭洋（旧：旭洋紙パルプ）,,か行,#\\server\ysd-folder\新一般注文書\か行\き　旭洋（旧：旭洋紙パルプ）#,,,,,,,
420,KSG,木下技研,,か行,#\\server\ysd-folder\新一般注文書\か行\き　木下技研#,,,,,,,
421,KSD,木下電子工業,,か行,#\\server\ysd-folder\新一般注文書\か行\き　木下電子工業#,,,,,,,
422,KHR,木原製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\き　木原製作所#,,,,,,,
423,KYK3,清国,,か行,#\\server\ysd-folder\新一般注文書\か行\き　清国#,,,,,,,
424,KDD,金大電子産業,,か行,#\\server\ysd-folder\新一般注文書\か行\き　金大電子産業#,,,,,,,
425,KNS,金星ゴム工業,,か行,#\\server\ysd-folder\新一般注文書\か行\き　金星ゴム工業#,,,,,,,
426,KPK,金邦化成,,か行,#\\server\ysd-folder\新一般注文書\か行\き　金邦化成#,,,,,,,
427,HTL01,ｷｬﾒﾛｯﾄｼﾞｬﾊﾟﾝ,,か行,#\\server\ysd-folder\新一般注文書\か行\き　ｷｬﾒﾛｯﾄｼﾞｬﾊﾟﾝ#,,,,,,,
428,GSD,玉章堂,,か行,#\\server\ysd-folder\新一般注文書\か行\ぎ　玉章堂#,,,,,,,
429,KNI,クニイ,,か行,#\\server\ysd-folder\新一般注文書\か行\く　クニイ#,,,,,,,
430,KBT01,クボタ,,か行,#\\server\ysd-folder\新一般注文書\か行\く　クボタ#,,,,,,,
431,KRB,クローバー産業,,か行,#\\server\ysd-folder\新一般注文書\か行\く　クローバー産業#,,,,,,,
432,KBI,久保井塗装工業所,,か行,#\\server\ysd-folder\新一般注文書\か行\く　久保井塗装工業所#,,,,,,,
433,KRB3,倉敷紡績寝屋川工場,,か行,#\\server\ysd-folder\新一般注文書\か行\く　倉敷紡績 寝屋川工場#,,,,,,,
434,A.民事再生中残108.240円あり（2021.7.7）.pub,国上精機工業（民事再生中残高有）,,か行,#\\server\ysd-folder\新一般注文書\か行\く　国上精機工業（民事再生中残高有）#,,,,,,,
435,KNM,国松,,か行,#\\server\ysd-folder\新一般注文書\か行\く　国松#,,,,,,,
436,KNT2,國友エンジニアリング,,か行,#\\server\ysd-folder\新一般注文書\か行\く　國友エンジニアリング#,,,,,,,
437,KDS2,工藤ｽﾌﾟﾘﾝｸﾞ,,か行,#\\server\ysd-folder\新一般注文書\か行\く　工藤ｽﾌﾟﾘﾝｸﾞ#,,,,,,,
438,KRH,栗原,,か行,#\\server\ysd-folder\新一般注文書\か行\く　栗原#,,,,,,,
439,KWN,桑名ｴﾝﾁﾞﾆｱﾘﾝｸﾞﾌﾟﾗｽﾁｯｸ,,か行,#\\server\ysd-folder\新一般注文書\か行\く　桑名ｴﾝﾁﾞﾆｱﾘﾝｸﾞﾌﾟﾗｽﾁｯｸ#,,,,,,,
440,KMR3,熊本森六化成,,か行,#\\server\ysd-folder\新一般注文書\か行\く　熊本森六化成#,,,,,,,
441,KBT2,窪田産業国分工場,,か行,#\\server\ysd-folder\新一般注文書\か行\く　窪田産業 国分工場#,,,,,,,
442,KRS01,黒澤精機製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\く　黒澤精機製作所#,,,,,,,
443,KRS3,黒田精型☆,,か行,#\\server\ysd-folder\新一般注文書\か行\く　黒田精型　☆#,,,,,,,
444,KRD01,黒田電気黒田テクノ(和田電器),,か行,#\\server\ysd-folder\新一般注文書\か行\く　黒田電気 黒田テクノ(和田電器)#,,,,,,,
445,GNM,グンマ化工,,か行,#\\server\ysd-folder\新一般注文書\か行\ぐ　グンマ化工#,,,,,,,
446,GMS,群馬精工,,か行,#\\server\ysd-folder\新一般注文書\か行\ぐ　群馬精工#,,,,,,,
447,KYS,ケーワイ商会,,か行,#\\server\ysd-folder\新一般注文書\か行\け　ケーワイ商会#,,,,,,,
448,KHN2,京浜,,か行,#\\server\ysd-folder\新一般注文書\か行\け　京浜#,,,,,,,
449,KAS,啓愛社,,か行,#\\server\ysd-folder\新一般注文書\か行\け　啓愛社#,,,,,,,
450,KGN,軽銀,,か行,#\\server\ysd-folder\新一般注文書\か行\け　軽銀#,,,,,,,
451,KMC01,ｹｰｴﾑｼｰ,,か行,#\\server\ysd-folder\新一般注文書\か行\け　ｹｰｴﾑｼｰ#,,,,,,,
452,KMK2,ｹﾐｺﾝ長岡（ﾊﾟﾅｿﾆｯｸAVC),,か行,#\\server\ysd-folder\新一般注文書\か行\け　ｹﾐｺﾝ長岡（ﾊﾟﾅｿﾆｯｸAVC)#,,,,,,,
453,KBY6,コバヤシ精密工業,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　コバヤシ精密工業#,,,,,,,
454,G-040-2(20140121).xls,コーア,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　コーア#,,,,,,,
455,KKN-P試作.xls,コーケン化学,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　コーケン化学#,,,,,,,
456,YSD-001-0.8(20090706).xls,中国宏得電子,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　中国宏得電子#,,,,,,,
457,KSK3,光伸化成製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　光伸化成製作所#,,,,,,,
458,KUW01,光和化成製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　光和化成製作所#,,,,,,,
459,KWK2,光和工業,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　光和工業#,,,,,,,
460,KJS,光城精工,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　光城精工#,,,,,,,
461,KZN,光山電気工業,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　光山電気工業#,,,,,,,
462,KYK2,光洋金属工業,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　光洋金属工業#,,,,,,,
463,KKN02,光研,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　光研#,,,,,,,
464,KOR2,光菱,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　光菱#,,,,,,,
465,KOK,光輝化成,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　光輝化成#,,,,,,,
466,KGS,古賀製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　古賀製作所#,,,,,,,
467,KGD2,古賀電機,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　古賀電機#,,,,,,,
468,KR-001(20110217).xls,国光ｵﾌﾞﾗｰﾄ,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　国光ｵﾌﾞﾗｰﾄ#,,,,,,,
469,SGS4,国立研究開発法人産業技術総合研究所,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　国立研究開発法人産業技術総合研究所#,,,,,,,
470,KKO,国興,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　国興#,,,,,,,
471,KKO2,国興所沢駐在,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　国興 所沢駐在#,,,,,,,
472,KDK3,国際ディスプレイ工業,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　国際ディスプレイ工業#,,,,,,,
473,KTB02,寿製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　寿製作所#,,,,,,,
474,KMS,小向精機,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小向精機#,,,,,,,
475,KBR,小堀製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小堀製作所#,,,,,,,
476,KYM2,小山☆,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小山　☆#,,,,,,,
477,KYM4,小山本社(新宿),,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小山　本社(新宿)#,,,,,,,
478,KJM2,小島商会,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小島商会#,,,,,,,
479,KBY,小林スプリング製作所☆,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小林スプリング製作所　☆#,,,,,,,
480,KBH,小林包装,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小林包装#,,,,,,,
481,KBY02,小林精工,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小林精工#,,,,,,,
482,KBK,小林興業,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小林興業#,,,,,,,
483,KBY07,小林製作所(埼玉県北足立郡伊奈町),,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小林製作所(埼玉県北足立郡伊奈町)#,,,,,,,
484,KBY4,小林製作所(埼玉県越谷市),,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小林製作所(埼玉県越谷市)#,,,,,,,
485,KBY5,小林製作所(栃木県鹿沼市),,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小林製作所(栃木県鹿沼市)#,,,,,,,
486,KBY03,小林製作所(茨城県ひたちなか市),,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小林製作所(茨城県ひたちなか市)#,,,,,,,
487,KMR,小森電機,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小森電機#,,,,,,,
488,KIK01,小池製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小池製作所#,,,,,,,
489,KDC,小立製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小立製作所#,,,,,,,
490,KMK3,小間工業,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小間工業#,,,,,,,
491,KDK,小高精密,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　小高精密#,,,,,,,
492,KNN,江南ｼﾞｰﾃｯｸ,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　江南ｼﾞｰﾃｯｸ#,,,,,,,
493,KGK,甲賀高分子,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　甲賀高分子#,,,,,,,
494,2023年10月,甲陵樹脂,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　甲陵樹脂#,,,,,,,
495,KON2,興南,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　興南#,,,,,,,
496,EMR,興和江守,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　興和江守#,,,,,,,
497,KOW3,興和製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　興和製作所#,,,,,,,
498,KKI,興国インテック大浜工場,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　興国インテック　大浜工場#,,,,,,,
499,KKI2,興国インテック蒲原工場,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　興国インテック　蒲原工場#,,,,,,,
500,KKG,興国ゴム,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　興国ゴム#,,,,,,,
501,KEK2,興栄工業,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　興栄工業#,,,,,,,
502,KSJ,越路商会,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　越路商会#,,,,,,,
503,KND,近藤金型,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　近藤金型#,,,,,,,
504,KOD01,香田製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　香田製作所#,,,,,,,
505,KSH,高周波精密,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　高周波精密#,,,,,,,
506,KWD2,高和電氣工業,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　高和電氣工業#,,,,,,,
507,KOS,高速,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　高速#,,,,,,,
508,KYD,高陽電商,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　高陽電商#,,,,,,,
509,KIP,鴻池プラスチック,,か行,#\\server\ysd-folder\新一般注文書\か行\こ　鴻池プラスチック#,,,,,,,
510,GKI,互恵産業,,か行,#\\server\ysd-folder\新一般注文書\か行\ご　互恵産業#,,,,,,,
511,GOJ01,五事,,か行,#\\server\ysd-folder\新一般注文書\か行\ご　五事#,,,,,,,
512,GKS2,五光社川越営業所,,か行,#\\server\ysd-folder\新一般注文書\か行\ご　五光社 川越営業所#,,,,,,,
513,GKS,五光社東京本社,,か行,#\\server\ysd-folder\新一般注文書\か行\ご　五光社 東京本社#,,,,,,,
514,1-912065-2(20210412).xlsx,五明紙器製作所☆,,か行,#\\server\ysd-folder\新一般注文書\か行\ご　五明紙器製作所　☆#,,,,,,,
515,GTO,後藤ライト,,か行,#\\server\ysd-folder\新一般注文書\か行\ご　後藤ライト#,,,,,,,
516,GOS01,郷製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\ご　郷製作所#,,,,,,,
517,CBE,カウベルエンジニアリング,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　カウベルエンジニアリング#,,,,,,,
518,KSI4,カサイ,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　カサイ#,,,,,,,
519,KTE,カテックス,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　カテックス#,,,,,,,
520,KTS,カトウ商工,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　カトウ商工#,,,,,,,
521,中国ＳＰＰＣ扱い.xls,カナレ電気,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　カナレ電気#,,,,,,,
522,KNK,カネカ,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　カネカ#,,,,,,,
523,KNP,カネパッケージ,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　カネパッケージ#,,,,,,,
524,KMM,カミマル,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　カミマル#,,,,,,,
525,167CSS-024-01E(20130225).xls,ｶｻｲ電子,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　ｶｻｲ電子#,,,,,,,
526,KZK,ｶｽﾞ･ｸﾗﾌﾄ,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　ｶｽﾞ･ｸﾗﾌﾄ#,,,,,,,
527,KND04,ｶﾅﾃﾞﾝ,,か行,#\\server\ysd-folder\新一般注文書\か行\カ　ｶﾅﾃﾞﾝ#,,,,,,,
528,GST,ガステック,,か行,#\\server\ysd-folder\新一般注文書\か行\ガ　ガステック#,,,,,,,
529,KSC-001(20161004)初回.xlsx,KISCO,,か行,#\\server\ysd-folder\新一般注文書\か行\キ　KISCO#,,,,,,,
530,KMR2,キムラ電子,,か行,#\\server\ysd-folder\新一般注文書\か行\キ　キムラ電子#,,,,,,,
531,CUS-001初回(20130603)20130607ﾍﾞﾄﾅﾑへ移管.xls,キュリアス精機,,か行,#\\server\ysd-folder\新一般注文書\か行\キ　キュリアス精機#,,,,,,,
532,A-020-2-0.5(20190730).xlsx,キョウデン,,か行,#\\server\ysd-folder\新一般注文書\か行\キ　キョウデン#,,,,,,,
533,KES2,キョーエイサプライ,,か行,#\\server\ysd-folder\新一般注文書\か行\キ　キョーエイサプライ#,,,,,,,
534,KYS2,キョーシン,,か行,#\\server\ysd-folder\新一般注文書\か行\キ　キョーシン#,,,,,,,
535,KRS2,キリシマ精工,,か行,#\\server\ysd-folder\新一般注文書\か行\キ　キリシマ精工#,,,,,,,
536,KGP,キングパーツ,,か行,#\\server\ysd-folder\新一般注文書\か行\キ　キングパーツ#,,,,,,,
537,KRP,キーエンスエンジニアリング,,か行,#\\server\ysd-folder\新一般注文書\か行\キ　キーエンスエンジニアリング#,,,,,,,
538,CPT,ｷｬﾋﾟﾀﾙ,,か行,#\\server\ysd-folder\新一般注文書\か行\キ　ｷｬﾋﾟﾀﾙ#,,,,,,,
539,CRS5,CROSS大阪,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　CROSS 大阪#,,,,,,,
540,CRS2,CROSS横浜,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　CROSS横浜#,,,,,,,
541,QIT,クイント☆,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　クイント ☆#,,,,,,,
542,QOL,クオリアル,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　クオリアル#,,,,,,,
543,KON,クオン,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　クオン#,,,,,,,
544,QTB,クオンタムバイオシステムズ,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　クオンタムバイオシステムズ#,,,,,,,
545,KSD2,クシダ工業,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　クシダ工業#,,,,,,,
546,KNO,クニオ商産,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　クニオ商産#,,,,,,,
547,KBT-001,クボタ久宝寺事業センター,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　クボタ 久宝寺事業センター#,,,,,,,
548,KRY,クリヤマ,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　クリヤマ#,,,,,,,
549,CRS4,クロス,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　クロス#,,,,,,,
550,CRS,ｸﾘｽﾀﾙ光学,,か行,#\\server\ysd-folder\新一般注文書\か行\ク　ｸﾘｽﾀﾙ光学#,,,,,,,
551,CPL-001C,グローバサービス,,か行,#\\server\ysd-folder\新一般注文書\か行\グ　グローバサービス#,,,,,,,
552,KHN,ケイヒン,,か行,#\\server\ysd-folder\新一般注文書\か行\ケ  ケイヒン#,,,,,,,
553,KVK,KVK,,か行,#\\server\ysd-folder\新一般注文書\か行\ケ　KVK#,,,,,,,
554,KMC3,ケィ・マック,,か行,#\\server\ysd-folder\新一般注文書\か行\ケ　ケィ・マック#,,,,,,,
555,KMX-001(20110117).xls,ケイ・ミックス,,か行,#\\server\ysd-folder\新一般注文書\か行\ケ　ケイ・ミックス#,,,,,,,
556,KNT,ケンテック,,か行,#\\server\ysd-folder\新一般注文書\か行\ケ　ケンテック#,,,,,,,
557,KAR-001,ケーアライバル,,か行,#\\server\ysd-folder\新一般注文書\か行\ケ　ケーアライバル#,,,,,,,
558,KSK5,ケーエスケー,,か行,#\\server\ysd-folder\新一般注文書\か行\ケ　ケーエスケー#,,,,,,,
559,KCC,ケーシーコーポレーション,,か行,#\\server\ysd-folder\新一般注文書\か行\ケ　ケーシーコーポレーション#,,,,,,,
560,KTT,ケーテーテック,,か行,#\\server\ysd-folder\新一般注文書\か行\ケ　ケーテーテック#,,,,,,,
561,KTK2,Ｋテック,,か行,#\\server\ysd-folder\新一般注文書\か行\ケ　Ｋテック#,,,,,,,
562,COM,COM電子開発,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　COM電子開発#,,,,,,,
563,CRS3,コアスタッフ,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コアスタッフ#,,,,,,,
564,KME,コスメックエンジニアリング,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コスメックエンジニアリング#,,,,,,,
565,CSM2,コスメプランニング,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コスメプランニング#,,,,,,,
566,CSM,コスモパワー,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コスモパワー#,,,,,,,
567,KDM,コダマコーポレーション,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コダマコーポレーション#,,,,,,,
568,KNC,コニカミノルタ,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コニカミノルタ#,,,,,,,
569,CVC,コバック,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コバック#,,,,,,,
570,KYM3,コヤマ,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コヤマ#,,,,,,,
571,,コンテック⇒フジクラ電装へ社名変更,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コンテック ⇒ フジクラ電装へ社名変更#,,,,,,,
572,F-100-1(20100512).xls,コーシンケミカル,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コーシンケミカル#,,,,,,,
573,KZD,コーズ電機製作所,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コーズ電機製作所#,,,,,,,
574,KOS2,コーセツ,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コーセツ#,,,,,,,
575,KND2,コーナン電子,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コーナン電子#,,,,,,,
576,CWS,コーワ精工,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コーワ精工#,,,,,,,
577,A式プラダンケース(20120714).xls,コーンズテクノロジー,,か行,#\\server\ysd-folder\新一般注文書\か行\コ　コーンズテクノロジー#,,,,,,,
578,GKU01,ゴコウ,,か行,#\\server\ysd-folder\新一般注文書\か行\ゴ　ゴコウ#,,,,,,,
579,GDK,ゴールドキング,,か行,#\\server\ysd-folder\新一般注文書\か行\ゴ　ゴールドキング#,,,,,,,
580,GEN,GEN,,か行,#\\server\ysd-folder\新一般注文書\か行\Ｇ　GEN#,,,,,,,
581,GRV,GROOVEＸ,,か行,#\\server\ysd-folder\新一般注文書\か行\Ｇ　GROOVE Ｘ#,,,,,,,
582,SLZ,SOLIZE,,さ行,#\\server\ysd-folder\新一般注文書\さ行\S　SOLIZE#,,,,,,,
583,D-050-1（090306）.xls,サンモール工業,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ  サンモール工業#,,,,,,,
584,SSO,三宗,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ  三宗#,,,,,,,
585,SSG3,三昌技研,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ 　三昌技研#,,,,,,,
586,SYS4,サヤシ工業,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　サヤシ工業#,,,,,,,
587,SNT02,サンテックス,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　サンテックス#,,,,,,,
588,SNL,サンライト,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　サンライト#,,,,,,,
589,SNS02,サン精密化工研究所,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　サン精密化工研究所#,,,,,,,
590,SSK01,三世光機,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三世光機#,,,,,,,
591,SSD2,三信電子,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三信電子#,,,,,,,
592,6-912059-9.xls,三光ライト工業☆,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三光ライト工業　☆#,,,,,,,
593,SKG,三光合成,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三光合成#,,,,,,,
594,SSK4,三光工業,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三光工業#,,,,,,,
595,SKK-001(20150225)初回.xlsx,三共化成南魚沼工場,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三共化成 南魚沼工場#,,,,,,,
596,SNK9,三共化成陸前高田工場,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三共化成 陸前高田工場#,,,,,,,
597,SKK3,三共精密金型,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三共精密金型#,,,,,,,
598,SKD2,三共電子,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三共電子#,,,,,,,
599,SKK01,三協化学工業,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三協化学工業#,,,,,,,
600,SKS6,三協商会,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三協商会#,,,,,,,
601,SWR,三和ロボティクス,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三和ロボティクス#,,,,,,,
602,SNW5,三和製作所(長野県),,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三和製作所(長野県)#,,,,,,,
603,SNW4,三和金属工業,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三和金属工業#,,,,,,,
604,SKS8,三喜商事,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三喜商事#,,,,,,,
605,SNP,三峰,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三峰#,,,,,,,
606,SSK04,三州工業,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三州工業#,,,,,,,
607,SKS2,三幸精機工業,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三幸精機工業#,,,,,,,
608,1-912065-2仙北（20110525）.xls,三幸紙器製作所,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三幸紙器製作所#,,,,,,,
609,SAI-001(20131126)初回.xls,三愛化成商事,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三愛化成商事#,,,,,,,
610,SED,三映電器製作所,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三映電器製作所#,,,,,,,
611,TYM01,三晶MEC☆,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三晶MEC　☆#,,,,,,,
612,SSG2,三晶技研ﾀﾞｲｶｽﾄ事業部☆,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三晶技研ﾀﾞｲｶｽﾄ事業部　☆#,,,,,,,
613,SSK2,三泗計測機,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三泗計測機#,,,,,,,
614,SYK,三洋化成,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三洋化成#,,,,,,,
615,SRT2,三立,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三立#,,,,,,,
616,SSK02,三興工業,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三興工業#,,,,,,,
617,SKS4,三興製作所,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三興製作所#,,,,,,,
618,SNS4,三誠,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三誠#,,,,,,,
619,SRS,三陽理化学器械製作所,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三陽理化学器械製作所#,,,,,,,
620,SNY4,三陽製作所,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三陽製作所#,,,,,,,
621,SDK4,三電興業,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　三電興業#,,,,,,,
622,SKM03,佐久間製作所(未払先引停止),,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　佐久間製作所(未払先引停止)#,,,,,,,
623,SWT2,佐渡,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　佐渡#,,,,,,,
624,SWK01,佐脇紙器,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　佐脇紙器#,,,,,,,
625,STU3,佐藤商工社,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　佐藤商工社#,,,,,,,
626,STS2,佐藤成工,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　佐藤成工#,,,,,,,
627,STS3,佐藤製作所,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　佐藤製作所#,,,,,,,
628,SNK8,佐野機工,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　佐野機工#,,,,,,,
629,SAN,佐野製作所,,さ行,#\\server\ysd-folder\新一般注文書\さ行\さ　佐野製作所#,,,,,,,
